"","species","nicheSize_GFDL","nicheSize_MPI","nicheSize_UKESM","nicheDensity_GFDL","nicheDensity_MPI","nicheDensity_UKESM"
"396","Opuntia arenaria",2.50218537499417,2.60221005256434,1.47645397225069,312505,247545,155003
"397","Opuntia atrispina",4.46389712646179,4.52539121293774,3.53469054370873,505592,386060,333592
"398","Opuntia aurea",4.47475075885025,4.78591576399105,3.61265599647708,497553,428447,582424
"399","Opuntia austrina",3.8658077700934,3.90707077654685,2.75813221959806,249623,209529,228263
"400","Opuntia azurea",9.60217447339582,10.6569411072967,4.37350266435053,893335,841194,469603
"401","Opuntia basilaris",19.6000366489829,21.7082284592242,20.443829970836,1849832,1688199,2246175
"402","Opuntia bravoana",1.27155408026516,1.20731823887663,1.82977654573075,138640,112353,184863
"403","Opuntia caboensis",0.539305705583796,0.599965462851942,1.10042865253599,57161,36486,79211
"404","Opuntia caracassana",12.0149858696251,11.5697981727495,20.478344553068,1078808,957212,2017276
"405","Opuntia chlorotica",24.1094775721927,23.8684675968474,20.6142636290877,2139842,1954326,2177293
"406","Opuntia comonduensis",3.90436046188221,4.2801493429383,2.83407565592335,381270,368437,269879
"407","Opuntia cuija",15.4096683696956,15.3732044555347,10.1271467626892,1310414,1238683,576909
"408","Opuntia curvispina",3.28230252960828,3.49580468852691,3.27058530873289,326124,266461,527900
"409","Opuntia decumbens",38.5199101864809,39.4100146832374,43.7150644059502,2651054,2659961,3065303
"410","Opuntia depressa",14.1171828428659,13.7605074219976,6.89203323947806,1051650,985720,366086
"411","Opuntia drummondii",14.4631024911563,15.7038349776492,11.7475402155336,1028988,1038670,1061102
"412","Opuntia elata",37.0964329180118,37.8151875766145,29.446226906286,2117570,2237310,2305614
"413","Opuntia elatior",10.2964839470631,12.0751212922282,10.3813308729527,902883,731385,1049544
"414","Opuntia feracantha",6.79684300157962,7.07928550146378,5.01802249638218,426473,464599,365519
"415","Opuntia fuliginosa",21.0441576905622,21.0837812810519,19.6813992808001,1482741,1305705,1333455
"416","Opuntia guatemalensis",14.7077569544635,15.441613589132,7.62606769956007,1116332,1208641,485458
"417","Opuntia huajuapensis",8.3698160221523,8.39915497213604,5.89458627592255,816459,664193,285100
"418","Opuntia humifusa",39.7362101370805,40.9365021483408,38.3261044453554,2723146,2631640,2901792
"419","Opuntia hyptiacantha",16.246421032462,16.2496374371827,14.4468435643281,1371575,1236975,924545
"420","Opuntia inaperta",2.81771374908502,3.29903341294232,3.90983663340113,254771,202353,357721
"421","Opuntia lasiacantha",21.1948101307358,22.4189277511289,21.2822869040059,1633405,1464010,1399649
"422","Opuntia leucotricha",24.5994456218644,25.8092771001491,26.1046187926657,1822746,1586989,1770172
"423","Opuntia littoralis",9.22448842567855,10.1027813495274,8.33122091450989,978464,839529,654689
"424","Opuntia macrocentra",25.6752361318022,26.1955350424467,15.6286565340385,1997743,1850305,1613695
"425","Opuntia macrorhiza",45.9836246850035,47.0475621415237,41.1043915483926,3332859,3259741,3805046
"426","Opuntia megacantha",12.4397747262334,12.2067871574163,10.1025047843165,1002788,956879,603681
"427","Opuntia megarrhiza",1.7783595870368,1.68834991410392,1.96577569557375,177315,78753,48482
"428","Opuntia mesacantha",16.798799282168,18.3014480784728,17.3637985494599,1261932,1153894,1313927
"429","Opuntia microdasys",15.7490519679112,17.3682792779891,12.2575537655041,1347636,1313626,734704
"430","Opuntia monacantha",30.8916319564524,30.9339108695902,26.3499589003588,1885956,1846379,2263672
"431","Opuntia orbiculata",27.018312130412,27.2490984777656,20.5134005961126,2147930,2046036,1906447
"432","Opuntia oricola",5.09663823706769,5.05054770494983,5.59110132936505,597546,446554,414686
"433","Opuntia parviclada",5.40888640901869,5.50064191904052,2.30276877500804,501240,490768,102173
"434","Opuntia pilifera",20.3572360001831,21.8498891178756,16.1266723802337,1487121,1260962,1209768
"435","Opuntia pinkavae",1.1853973577619,1.2321549602771,2.39584051033248,122717,91484,376360
"436","Opuntia polyacantha",38.4129185364717,40.3525562268956,26.3508391084832,2868309,2672029,2660445
"437","Opuntia puberula",20.3550651757262,21.1992266018468,27.0931755652695,1471036,1434987,1703365
"438","Opuntia pubescens",42.6535817029097,45.2562991344638,26.8341149406859,2148922,2125653,1797909
"439","Opuntia pumila",7.11031361914519,7.86648153338616,5.88303977732542,608572,550000,343343
"440","Opuntia rastrera",10.8093892102265,11.284645900196,10.8931398055403,1030265,930174,675431
"441","Opuntia rioplatensis",5.69092912617468,4.97450522126259,9.57597600586978,451462,466828,664445
"442","Opuntia robusta",24.1523099316897,26.0288161393303,26.675753571448,1832522,1589383,1813411
"443","Opuntia rufida",11.2174722890978,11.7045532488158,8.28727265476617,1048565,854617,644849
"444","Opuntia santa-rita",8.21920250311907,8.52830115187392,7.28414712578104,794380,747338,799201
"445","Opuntia soederstromiana",16.2231553810742,15.602826937971,9.83936557192998,811652,1030357,761130
"446","Opuntia spinulifera",6.08752362519811,6.34552144182231,5.43660527425925,556672,575369,381334
"447","Opuntia stenopetala",16.7142865176403,17.5967591992542,12.1280399149296,1445424,1409758,630097
"448","Opuntia streptacantha",18.5709541705473,19.2033351524738,15.5979497104943,1468112,1359477,1069290
"449","Opuntia strigil",1.58706452700642,1.68775996661179,0.633213837997094,168267,67920,58937
"450","Opuntia tapona",5.61387809768962,6.24143558322669,3.90747142314585,480443,571958,344353
"451","Opuntia tehuacana",5.47114668450762,5.66672455455059,3.29873146729408,419123,332383,212133
"452","Opuntia tomentosa",30.7381242918433,33.0803922734886,24.6076736122771,1914463,1879581,1740490
"453","Opuntia tortispina",18.616481580496,18.2523905052342,15.7939954557616,1503966,1341202,1707348
"454","Opuntia velutina",23.3866337118204,25.2455951764102,19.2830044154042,1587186,1505601,1217581
"455","Opuntia wilcoxii",22.0736645343021,22.1897710304377,13.2853326477922,1413108,1313244,881694
"456","Opuntia x debreczyi",6.77884427715175,6.71364228919219,7.58181083470894,670485,599471,1055744
"457","Opuntia x vaseyi",2.9627604543435,3.17352426141751,1.56582344886876,322165,324853,130115
"458","Oreocereus celsianus",4.66046791384166,5.17030263468627,5.99611780800555,57457,48819,313401
"459","Oreocereus fossulatus",3.07162907260723,4.72779789639171,6.09434907672383,51256,88276,272387
"460","Oreocereus hempelianus",14.6212983417404,16.3482314445644,10.1502858823461,421494,650973,608386
"461","Oreocereus leucotrichus",40.9594240233161,43.7095897795887,22.512556441461,2383831,2390557,1813546
"462","Oreocereus trollii",7.19732702548818,7.95690755226255,8.14780948011767,91876,97182,557578
"463","Oroya peruviana",2.83549887194229,2.85837405107289,1.27926061255182,41628,57760,136468
"464","Pachycereus pecten-aboriginum",35.5830058375231,35.2673746516605,29.8179167145563,2224771,2219728,2146481
"465","Pachycereus pringlei",18.4066107783285,19.7416256184882,15.2779109852912,1474087,1347542,1089333
"466","Pachycereus weberi",13.7583912875612,14.1463680692184,8.01329603295394,1036193,898524,398184
"467","Parodia erinacea",13.2275255213866,13.6183465789402,21.0712680488383,1003905,1151332,1663112
"468","Parodia horrida",5.91923332117911,6.40478198941137,3.3695059397866,146987,222192,266506
"469","Parodia langsdorfii",2.24903883514133,2.10270734066501,1.54714667048142,162830,140886,144717
"470","Parodia maassii",4.70180268258966,5.43063356959689,6.68882507843245,68729,82067,404161
"471","Parodia mammulosa",17.1579135738329,16.2374690921367,22.9392823616326,1505021,1524877,1917741
"472","Parodia microsperma",12.8187707923458,13.7229210355268,6.95303805072217,400196,705600,591524
"473","Parodia ottonis",17.4525317714171,17.6969995456514,15.7196538444471,1003810,894539,1397077
"474","Parodia stuemeri",8.53476979477114,9.30292751964123,8.40877591910995,166212,254294,431455
"475","Pediocactus simpsonii",17.1423486627606,17.6901543112234,19.1387374199744,1492678,1410014,1947221
"476","Pelecyphora alversonii",3.31145698841175,3.46166705165604,6.04432408024853,351336,340211,515295
"477","Pelecyphora aselliformis",1.48257123299437,1.56001754601418,1.89716809291256,181495,122758,76602
"478","Pelecyphora chihuahuensis",8.6406581926756,8.13652645503745,1.59717228289323,842212,739711,162037
