"species","rangeSize100","rangeSize0","GCM","nicheSize","nicheDensity","rangeChange0_SSP1","rangeChange0_SSP3","rangeChange0_SSP5","rangeChange100_SSP1","rangeChange100_SSP3","rangeChange100_SSP5"
"Stenocereus gummosus",113003,107466,"MPI-ESM1-2-HR",14.532102818738,1049924,1.55612007518657,1.81757020825191,1.81764465040106,1.53718042883817,1.9525410829801,1.95262072688336
"Stenocereus heptagonus",45500,43627,"UKESM1-0-LL",5.96683232101029,601829,0.132257546931946,0.0203772892933275,0,0.126813186813187,0.0195384615384615,0
"Stenocereus huastecorum",206269,168305,"MPI-ESM1-2-HR",23.1881110965181,1313809,0.162894744659992,0,0,0.221574739781547,0,0
"Stenocereus kerberi",50061,32652,"GFDL-ESM4",6.02213850321416,419935,1.22164032831067,1.92833517089305,2.26359794193311,1.20822596432353,1.70242304388646,1.92980563712271
"Stenocereus martinezii",27670,15913,"GFDL-ESM4",2.62812001552631,178726,0.933513479545026,1.38980707597562,1.38980707597562,1.32190097578605,2.31055294542826,2.31055294542826
"Stenocereus montanus",129696,123890,"UKESM1-0-LL",3.79043540950481,286832,0.261352812979256,0.633828396157882,0.78982968762612,0.524256723414754,0.917121576609919,1.14477701702443
"Stenocereus pruinosus",364905,304682,"UKESM1-0-LL",32.1002274397301,2153368,1.45335464517103,1.46845563571199,1.46845563571199,1.41303078883545,1.4343404447733,1.4343404447733
"Stenocereus queretaroensis",251569,227136,"GFDL-ESM4",18.1092038611663,1208816,1.30538091715976,1.30538091715976,1.30538091715976,1.51804475114183,1.51804475114183,1.51804475114183
"Stenocereus standleyi",76173,58622,"MPI-ESM1-2-HR",8.61068172641608,683381,0.0306369622326089,0,0,0.0239980045422919,0,0
"Stenocereus stellatus",88157,56046,"GFDL-ESM4",10.4261005800988,783073,0,0,0,0.0129541613258164,0,0
"Stenocereus thurberi",312753,298102,"GFDL-ESM4",26.8583742542464,1677958,1.64404465585605,1.64450087553924,1.64450087553924,1.77236988933759,1.77317883441566,1.77317883441566
"Stenocereus treleasei",47661,24106,"GFDL-ESM4",6.85566464146609,573351,0.0681573052352112,0,0,0.0349132414342964,0,0
"Stephanocereus leucostele",258130,182787,"UKESM1-0-LL",3.16873641319132,178843,0.845065568120271,0.0189181944011336,0.109827285310224,0.745910975090071,0.0160461782822609,0.0877116181768876
"Stephanocereus luetzelburgii",98074,39526,"MPI-ESM1-2-HR",5.24244813929906,182613,0,0.0247179072003238,0,0.0576707384220079,0.00996186553010992,0
"Stetsonia coryne",1362320,1257805,"UKESM1-0-LL",29.784834129933,2256532,1.39564558894264,1.39564558894264,1.38588095929019,1.47733058312291,1.4772916789007,1.4587879499677
"Strombocactus disciformis",25361,7186,"MPI-ESM1-2-HR",6.80019783955874,481758,0,0,0,0,0,0
"Tacinga funalis",255521,210163,"GFDL-ESM4",6.94092261086931,362025,0,0,0,1.17407179840405e-05,0,0
"Tacinga inamoena",987183,948729,"UKESM1-0-LL",23.2565868373436,1601683,0,0,0,0,0,0
"Tacinga palmadora",727040,664036,"MPI-ESM1-2-HR",17.2167853090469,878485,0.64258413700462,0.29773385780289,0.224894433434332,0.66681338028169,0.301038457306338,0.240512213908451
"Tacinga saxatilis",134107,82712,"GFDL-ESM4",2.5125650954882,208476,1.95751523358158,1.95751523358158,1.95751523358158,1.89676154115743,1.89676154115743,1.89676154115743
"Tacinga subcylindrica",340309,276412,"UKESM1-0-LL",6.29818491089348,244902,0.720073658162453,0.439221162612332,0.472287744381575,0.754866900375835,0.437243799017951,0.470146249438011
"Tephrocactus alexanderi",134939,85821,"UKESM1-0-LL",4.01476918787924,231075,0.643583738245884,0.557858799128418,0.753545169597185,0.698878752621555,0.594149949236322,0.911915754526119
"Tephrocactus aoracanthus",95956,30495,"MPI-ESM1-2-HR",12.399768502409,1058350,0.00609936055090999,0,0,0.169171286839802,0,0
"Tephrocactus verschaffeltii",264420,180727,"MPI-ESM1-2-HR",16.4641171876716,760388,2.75476824160197,2.77679594083894,2.77679594083894,2.35437561455261,2.44091974888435,2.44519325315785
"Tephrocactus weberi",69826,46350,"MPI-ESM1-2-HR",9.72479338157834,268995,1.1231067961165,0.973592233009709,1.50133764832794,1.15670380660499,0.990075330106264,1.85985163119755
"Thelocactus bicolor",591326,513574,"GFDL-ESM4",21.1624180357616,1600349,1.33728148231803,1.50648007882019,1.50648007882019,1.3357082218607,1.52298393779404,1.52298393779404
"Thelocactus buekii",20029,3462,"UKESM1-0-LL",0.499149926645888,11986,0,0,0,0,0,0
"Thelocactus conothelos",102997,40204,"GFDL-ESM4",9.4823178603335,834039,1.29897522634564,1.29897522634564,1.29897522634564,1.42761439653582,1.42761439653582,1.42761439653582
"Thelocactus hexaedrophorus",115989,92407,"GFDL-ESM4",6.71306519178629,696656,1.2316382958001,1.2316382958001,1.2316382958001,1.82748364069007,1.82748364069007,1.82748364069007
"Thelocactus leucacanthus",27757,9009,"GFDL-ESM4",3.34869713546551,391859,0,0,0,0,0,0
"Thelocactus rinconensis",80349,38637,"UKESM1-0-LL",5.19621136405856,290878,1.52853482413231,1.52853482413231,1.52853482413231,1.73050069073666,1.73050069073666,1.73050069073666
"Thelocactus setispinus",349512,280196,"GFDL-ESM4",15.1999165161285,1031816,0.433385915573384,0,0,0.509670626473483,0,0
"Thelocactus tulensis",37725,11407,"GFDL-ESM4",1.62656185892465,146465,1.28578942754449,1.28578942754449,1.28578942754449,1.99589131875414,2.0476872100729,2.13895294897283
"Trichocereus bridgesii",92858,53892,"GFDL-ESM4",15.6613203398642,673023,1.99241074742077,2.882190306539,2.882190306539,1.68395830192337,2.50108768226755,2.50108768226755
"Trichocereus cuzcoensis",146716,102158,"UKESM1-0-LL",16.7487058606708,1211288,1.96986041230251,2.00200669551088,2.01542708353727,1.82789198178794,1.92636113307342,1.95664412879304
"Trichocereus macrogonus",1291259,1209350,"UKESM1-0-LL",39.571960102224,3333954,1.18894033985199,1.29413817339893,1.27869930127755,1.19196768425235,1.29116157176833,1.27766776456156
"Trichocereus tacaquirensis",73302,28394,"GFDL-ESM4",4.99600603218014,137050,0.787736845812496,0.887581883496513,0.956082270902303,0.892376742790101,0.964503014924559,0.946836375542277
"Turbinicarpus pseudopectinatus",43680,17094,"UKESM1-0-LL",0.705862685361259,15813,0,0,0,0,0,0
"Turbinicarpus valdezianus",35970,9488,"MPI-ESM1-2-HR",1.72487623739006,155643,0,0,0,0,0,0
"Uebelmannia pectinifera",40159,8812,"GFDL-ESM4",1.57119412304851,87794,0.667158420335906,0.0893100317748525,0.027349069450749,0.538833138275356,0.0431783659951692,0.0149655120894445
"Weberbauerocereus cuzcoensis",90929,35924,"UKESM1-0-LL",9.20780585594028,569257,0.49652043202316,0.632724640908585,1.0198474557399,0.581739599027813,0.682125614490427,0.934454354496365
"Weberbauerocereus weberbaueri",41265,18960,"GFDL-ESM4",3.36276601663458,48799,0,0,0,0,0,0
"Weingartia fidana",37011,11475,"UKESM1-0-LL",2.60384723221968,157469,1.33176470588235,1.32906318082789,1.33176470588235,1.90935127394558,1.99910837318635,2.07349166464024
"Weingartia neocumingii",36918,22684,"MPI-ESM1-2-HR",8.22531627218301,648157,1.70886968788573,1.70886968788573,1.70886968788573,3.16100547158568,3.18015602145295,3.18015602145295
"Xiquexique gounellei",957392,929830,"UKESM1-0-LL",24.2188300320058,1479578,0.136888463482572,0.0809976017121409,0.102155232676941,0.132965389307619,0.0786657920684526,0.0992143239132978
"Xiquexique tuberculatus",248607,222105,"UKESM1-0-LL",6.97263900656958,301081,0,0,0,0,0,0
